Keyword,Currency,Avg. monthly searches,Three month change,YoY change,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Search_Volume_Category,Product_Category,Competition_Category,normalized_searches,normalized_competition,Opportunity_Score,Opportunity_Category
coach blue floral crossbody,INR,50,0.0,0.0,High,81.0,,,Least Frequently Visited,crossbody_bags,High,1e-05,0.81,-32.39940000000001,Low Opportunity
coach blue floral wallet,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,wallets,High,1e-05,1.0,-39.9994,Low Opportunity
coach blue flower purse,INR,500,0.0,9.0,High,88.0,,,Least Frequently Visited,handbags_purses,High,0.0001,0.88,-35.194,Low Opportunity
coach blue leather crossbody bag,INR,50,0.0,0.0,High,98.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.98,-39.199400000000004,Low Opportunity
coach body bag ladies,INR,50,0.0,0.0,Low,0.0,,,Least Frequently Visited,handbags_purses,,1e-05,0.0,0.0006000000000000001,Low Opportunity
coach body bag price,INR,50,0.0,0.0,Low,24.0,,,Least Frequently Visited,handbags_purses,Low,1e-05,0.24,-9.5994,Low Opportunity
coach boutique bag,INR,50,0.0,0.0,High,100.0,22.25,149.77,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach boutique usa,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,general_coach,High,1e-05,1.0,-39.9994,Low Opportunity
coach brand usa,INR,50,,0.0,High,100.0,,,Least Frequently Visited,general_coach,High,1e-05,1.0,-39.9994,Low Opportunity
coach brown and white purse,INR,500,0.0,0.0,High,99.0,,,Least Frequently Visited,handbags_purses,High,0.0001,0.99,-39.594,Low Opportunity
coach brown black crossbody,INR,500,0.0,0.0,High,91.0,,,Least Frequently Visited,crossbody_bags,High,0.0001,0.91,-36.394000000000005,Low Opportunity
coach brown leather crossbody bag,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach brown sling bag,INR,50,0.0,0.0,High,71.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.71,-28.399399999999996,Low Opportunity
coach camera bag for men,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach camouflage sling bag,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach canvas sling bag,INR,50,0.0,0.0,Medium,66.0,,,Least Frequently Visited,handbags_purses,Medium,1e-05,0.66,-26.3994,Low Opportunity
coach catalogue,INR,500,0.0,0.0,High,72.0,21.4,67.61,Least Frequently Visited,general_coach,High,0.0001,0.72,-28.793999999999997,Low Opportunity
coach chain sling bag,INR,50,0.0,0.0,Medium,40.0,,,Least Frequently Visited,handbags_purses,Medium,1e-05,0.4,-15.999400000000003,Low Opportunity
coach chest bag for men,INR,50,0.0,0.0,High,77.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.77,-30.799400000000006,Low Opportunity
coach chest bag men,INR,50,0.0,0.0,Medium,63.0,,,Least Frequently Visited,handbags_purses,Medium,1e-05,0.63,-25.1994,Low Opportunity
coach china outlet,INR,50,0.0,0.0,Medium,67.0,,,Least Frequently Visited,general_coach,High,1e-05,0.67,-26.799400000000002,Low Opportunity
coach city tote brown,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach city tote white,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach classic crossbody bag,INR,50,0.0,0.0,High,93.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.93,-37.199400000000004,Low Opportunity
coach clearance items,INR,50,0.0,0.0,Medium,35.0,,,Least Frequently Visited,general_coach,Medium,1e-05,0.35,-13.999399999999998,Low Opportunity
coach clearance sale usa,INR,50,0.0,0.0,Low,0.0,,,Least Frequently Visited,general_coach,,1e-05,0.0,0.0006000000000000001,Low Opportunity
coach cloth crossbody,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,crossbody_bags,High,1e-05,1.0,-39.9994,Low Opportunity
coach coin wallet mens,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,wallets,High,1e-05,1.0,-39.9994,Low Opportunity
coach colorful wallet,INR,500,0.0,9.0,High,85.0,,,Least Frequently Visited,wallets,High,0.0001,0.85,-33.994,Low Opportunity
coach crossbody bag burgundy,INR,50,0.0,0.0,Low,25.0,,,Least Frequently Visited,handbags_purses,Low,1e-05,0.25,-9.9994,Low Opportunity
coach crossbody bag canvas,INR,50,0.0,0.0,Medium,63.0,,,Least Frequently Visited,handbags_purses,Medium,1e-05,0.63,-25.1994,Low Opportunity
coach crossbody bag chain,INR,500,-0.9,0.0,High,71.0,,,Least Frequently Visited,handbags_purses,High,0.0001,0.71,-28.394,Low Opportunity
coach crossbody bag cream color,INR,50,0.0,0.0,Medium,44.0,,,Least Frequently Visited,handbags_purses,Medium,1e-05,0.44,-17.599400000000003,Low Opportunity
coach crossbody bag floral,INR,50,0.0,0.0,High,81.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.81,-32.39940000000001,Low Opportunity
coach crossbody bag mini,INR,5000,0.0,0.0,High,100.0,61.62,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach crossbody bag price,INR,50,0.0,0.0,Medium,39.0,,,Least Frequently Visited,handbags_purses,Medium,1e-05,0.39,-15.599400000000003,Low Opportunity
coach crossbody bag usa,INR,50,0.0,0.0,Unknown,,,,Least Frequently Visited,handbags_purses,,1e-05,,,
coach crossbody bag with flowers,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach crossbody box bag,INR,50,0.0,0.0,Medium,63.0,,,Least Frequently Visited,handbags_purses,Medium,1e-05,0.63,-25.1994,Low Opportunity
coach crossbody burgundy,INR,500,0.0,0.0,High,83.0,,,Least Frequently Visited,crossbody_bags,High,0.0001,0.83,-33.194,Low Opportunity
coach crossbody canvas bag,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach crossbody flap bag,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach crossbody grey,INR,500,0.0,0.0,High,88.0,,,Least Frequently Visited,crossbody_bags,High,0.0001,0.88,-35.194,Low Opportunity
coach crossbody multicolor,INR,500,0.0,0.0,High,95.0,,,Least Frequently Visited,crossbody_bags,High,0.0001,0.95,-37.994,Low Opportunity
coach crossbody multicolor bag,INR,50,0.0,0.0,Medium,60.0,,,Least Frequently Visited,handbags_purses,Medium,1e-05,0.6,-23.999399999999998,Low Opportunity
coach crossbody new arrival,INR,50,0.0,0.0,High,67.0,,,Least Frequently Visited,crossbody_bags,High,1e-05,0.67,-26.799400000000002,Low Opportunity
coach crossbody pink bag,INR,50,0.0,0.0,High,83.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.83,-33.199400000000004,Low Opportunity
coach crossbody purse white,INR,50,0.0,0.0,High,99.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.99,-39.5994,Low Opportunity
coach crossbody satchel bag,INR,50,0.0,0.0,High,98.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.98,-39.199400000000004,Low Opportunity
coach dark blue bag,INR,500,0.0,0.0,High,100.0,35.09,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach dark blue purse,INR,500,0.0,0.0,High,100.0,35.09,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach designer backpacks,INR,50,0.0,0.0,Low,30.0,,,Least Frequently Visited,backpacks,Low,1e-05,0.3,-11.9994,Low Opportunity
coach disney clearance,INR,50,0.0,,High,100.0,,,Least Frequently Visited,general_coach,High,1e-05,1.0,-39.9994,Low Opportunity
coach embroidered wallet,INR,50,0.0,0.0,High,77.0,,,Least Frequently Visited,wallets,High,1e-05,0.77,-30.799400000000006,Low Opportunity
coach engraved wallet,INR,5000,0.0,0.0,High,94.0,77.02,144.63,Moderate Visits,wallets,High,0.001,0.94,-37.54,Low Opportunity
coach factory outlet original,INR,50,0.0,0.0,Unknown,,,,Least Frequently Visited,general_coach,,1e-05,,,
coach factory outlet us,INR,50,,0.0,High,67.0,,,Least Frequently Visited,general_coach,High,1e-05,0.67,-26.799400000000002,Low Opportunity
coach factory shoes,INR,50,0.0,0.0,High,100.0,89.0,175.44,Least Frequently Visited,shoes,High,1e-05,1.0,-39.9994,Low Opportunity
coach field tote outlet,INR,50,0.0,0.0,Unknown,,,,Least Frequently Visited,handbags_purses,,1e-05,,,
coach flight bag mens,INR,50,0.0,0.0,High,92.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.92,-36.799400000000006,Low Opportunity
coach guy bag,INR,50,0.0,0.0,High,99.0,95.0,149.77,Least Frequently Visited,handbags_purses,High,1e-05,0.99,-39.5994,Low Opportunity
coach guy wallet,INR,50000,0.0,0.0,High,100.0,48.78,149.77,Moderate Visits,wallets,High,0.01,1.0,-39.4,Low Opportunity
coach hand bag for men,INR,50,0.0,0.0,High,88.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.88,-35.199400000000004,Low Opportunity
coach hand pouch,INR,50,0.0,0.0,High,70.0,,,Least Frequently Visited,general_coach,High,1e-05,0.7,-27.999399999999998,Low Opportunity
coach handbag new design,INR,50,0.0,9.0,High,84.0,149.77,149.77,Least Frequently Visited,handbags_purses,High,1e-05,0.84,-33.5994,Low Opportunity
coach handbag outlet store,INR,50000,0.0,0.0,High,100.0,53.06,218.23,Moderate Visits,handbags_purses,High,0.01,1.0,-39.4,Low Opportunity
coach handbag prices,INR,5000,0.0,0.0,High,95.0,36.8,149.77,Moderate Visits,handbags_purses,High,0.001,0.95,-37.940000000000005,Low Opportunity
coach handbag website,INR,500,0.0,0.0,High,74.0,149.77,149.77,Least Frequently Visited,handbags_purses,High,0.0001,0.74,-29.593999999999998,Low Opportunity
coach handbag with sling,INR,50,0.0,0.0,Medium,44.0,,,Least Frequently Visited,handbags_purses,Medium,1e-05,0.44,-17.599400000000003,Low Opportunity
coach handbags & purses,INR,500000,0.0,0.0,High,100.0,98.42,149.77,High User Searched,handbags_purses,High,0.1,1.0,-34.0,Low Opportunity
coach handbags new collection,INR,500,0.0,9.0,High,100.0,149.77,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach handbags us,INR,500,0.0,0.0,High,87.0,69.32,149.77,Least Frequently Visited,handbags_purses,High,0.0001,0.87,-34.794000000000004,Low Opportunity
coach handbags usa online,INR,50,0.0,0.0,Low,14.0,,,Least Frequently Visited,handbags_purses,Low,1e-05,0.14,-5.599400000000001,Low Opportunity
coach handbags usa online sale,INR,50,-1.0,0.0,Unknown,,,,Least Frequently Visited,handbags_purses,,1e-05,,,
coach handbags usa outlet,INR,50,0.0,0.0,Medium,41.0,69.32,256.74,Least Frequently Visited,handbags_purses,Medium,1e-05,0.41,-16.3994,Low Opportunity
coach in us,INR,50,0.0,0.0,High,67.0,,,Least Frequently Visited,general_coach,High,1e-05,0.67,-26.799400000000002,Low Opportunity
coach jet set,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,general_coach,High,1e-05,1.0,-39.9994,Low Opportunity
coach laredo,INR,500,0.0,0.0,High,100.0,61.62,150.62,Least Frequently Visited,general_coach,High,0.0001,1.0,-39.994,Low Opportunity
coach large canvas tote,INR,50,-0.9,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach large tote handbag,INR,5000,0.0,0.0,High,100.0,31.67,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach latest,INR,500,0.0,0.0,High,100.0,149.77,149.77,Least Frequently Visited,general_coach,High,0.0001,1.0,-39.994,Low Opportunity
coach latest collection,INR,50,0.0,0.0,High,84.0,149.77,149.77,Least Frequently Visited,general_coach,High,1e-05,0.84,-33.5994,Low Opportunity
coach leather handbags outlet,INR,500,0.0,9.0,High,100.0,56.48,195.13,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach leather sling bag for men,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach leather tote bags on sale,INR,50,0.0,0.0,High,93.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.93,-37.199400000000004,Low Opportunity
coach leather tote handbags,INR,5000,0.0,0.0,High,100.0,73.6,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach limited,INR,50,0.0,0.0,High,95.0,,,Least Frequently Visited,general_coach,High,1e-05,0.95,-37.9994,Low Opportunity
coach limited edition bags 2020,INR,50,,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach logo crossbody bag,INR,50,0.0,0.0,Medium,44.0,,,Least Frequently Visited,handbags_purses,Medium,1e-05,0.44,-17.599400000000003,Low Opportunity
coach long wallet black,INR,50,0.0,0.0,High,74.0,,,Least Frequently Visited,wallets,High,1e-05,0.74,-29.5994,Low Opportunity
coach long wallet for women,INR,50,0.0,,Medium,60.0,,,Least Frequently Visited,wallets,Medium,1e-05,0.6,-23.999399999999998,Low Opportunity
coach long wallet price,INR,50,0.0,,Medium,58.0,,,Least Frequently Visited,wallets,Medium,1e-05,0.58,-23.199399999999997,Low Opportunity
coach long wallet women,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,wallets,High,1e-05,1.0,-39.9994,Low Opportunity
coach ltr fover clt xbdy,INR,50,0.0,0.0,Low,26.0,,,Least Frequently Visited,general_coach,Low,1e-05,0.26,-10.3994,Low Opportunity
coach maroon crossbody,INR,50,0.0,0.0,Medium,52.0,,,Least Frequently Visited,crossbody_bags,Medium,1e-05,0.52,-20.799400000000002,Low Opportunity
coach men bag blue,INR,50,0.0,0.0,High,77.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.77,-30.799400000000006,Low Opportunity
coach men bag brown,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach men usa,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,general_coach,High,1e-05,1.0,-39.9994,Low Opportunity
coach men's leather sling bag,INR,50,0.0,0.0,High,83.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.83,-33.199400000000004,Low Opportunity
coach men's leather tote bag,INR,50,0.0,0.0,Medium,64.0,,,Least Frequently Visited,handbags_purses,Medium,1e-05,0.64,-25.5994,Low Opportunity
coach men's over the shoulder bag,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach mens bags sale,INR,50,0.0,0.0,Low,14.0,,,Least Frequently Visited,handbags_purses,Low,1e-05,0.14,-5.599400000000001,Low Opportunity
coach mens pouch bag,INR,50,0.0,0.0,High,67.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.67,-26.799400000000002,Low Opportunity
coach miami outlet,INR,5000,0.0,0.0,High,100.0,24.82,93.28,Moderate Visits,general_coach,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach midnight wallet,INR,50,0.0,0.0,High,71.0,,,Least Frequently Visited,wallets,High,1e-05,0.71,-28.399399999999996,Low Opportunity
coach mini backpack brown,INR,50,0.0,0.0,High,79.0,,,Least Frequently Visited,backpacks,High,1e-05,0.79,-31.599400000000006,Low Opportunity
coach mini backpack pink,INR,50,0.0,0.0,High,84.0,,,Least Frequently Visited,backpacks,High,1e-05,0.84,-33.5994,Low Opportunity
coach mini chain crossbody,INR,50,0.0,0.0,Medium,56.0,,,Least Frequently Visited,crossbody_bags,Medium,1e-05,0.56,-22.399400000000004,Low Opportunity
coach mini side bag,INR,50,0.0,0.0,High,75.0,31.67,149.77,Least Frequently Visited,handbags_purses,High,1e-05,0.75,-29.999400000000005,Low Opportunity
coach mini sling,INR,50,0.0,0.0,High,87.0,,,Least Frequently Visited,general_coach,High,1e-05,0.87,-34.799400000000006,Low Opportunity
coach monogram sling bag,INR,50,0.0,0.0,Medium,55.0,,,Least Frequently Visited,handbags_purses,Medium,1e-05,0.55,-21.9994,Low Opportunity
coach multi pochette bag,INR,50,0.0,0.0,High,77.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.77,-30.799400000000006,Low Opportunity
coach navy backpack,INR,50,0.0,0.0,High,82.0,,,Least Frequently Visited,backpacks,High,1e-05,0.82,-32.7994,Low Opportunity
coach navy blue backpack,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,backpacks,High,1e-05,1.0,-39.9994,Low Opportunity
coach new bag collection,INR,500,0.0,9.0,High,100.0,149.77,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach new design,INR,50,0.0,0.0,High,89.0,,,Least Frequently Visited,general_coach,High,1e-05,0.89,-35.5994,Low Opportunity
coach new edition,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,general_coach,High,1e-05,1.0,-39.9994,Low Opportunity
coach new season,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,general_coach,High,1e-05,1.0,-39.9994,Low Opportunity
coach new tote bags,INR,500,0.0,0.0,High,98.0,80.45,149.77,Least Frequently Visited,handbags_purses,High,0.0001,0.98,-39.194,Low Opportunity
coach new york black bag,INR,50,-0.9,0.0,High,78.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.78,-31.199400000000004,Low Opportunity
coach new york men's bag,INR,50,0.0,0.0,Medium,42.0,,,Least Frequently Visited,handbags_purses,Medium,1e-05,0.42,-16.799400000000002,Low Opportunity
coach new york outlet online,INR,50,0.0,0.0,Low,29.0,,,Least Frequently Visited,general_coach,Low,1e-05,0.29,-11.5994,Low Opportunity
coach new york sling bag,INR,50,0.0,0.0,Medium,38.0,,,Least Frequently Visited,handbags_purses,Medium,1e-05,0.38,-15.199400000000002,Low Opportunity
coach new york wallet price,INR,50,0.0,0.0,Medium,46.0,,,Least Frequently Visited,wallets,Medium,1e-05,0.46,-18.399400000000004,Low Opportunity
coach official outlet website,INR,500,0.0,0.0,High,100.0,119.81,256.74,Least Frequently Visited,general_coach,High,0.0001,1.0,-39.994,Low Opportunity
coach official website us,INR,50,0.0,0.0,Low,23.0,149.77,149.77,Least Frequently Visited,general_coach,Low,1e-05,0.23,-9.1994,Low Opportunity
coach on the go bag,INR,50,0.0,0.0,High,82.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.82,-32.7994,Low Opportunity
coach online sale usa,INR,50,0.0,-1.0,Unknown,,,,Least Frequently Visited,general_coach,,1e-05,,,
coach online us,INR,50,0.0,0.0,Medium,38.0,149.77,149.77,Least Frequently Visited,general_coach,Medium,1e-05,0.38,-15.199400000000002,Low Opportunity
coach open city tote,INR,50,0.0,9.0,High,91.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.91,-36.39940000000001,Low Opportunity
coach outlet 2021,INR,50,-1.0,-1.0,Unknown,,,,Least Frequently Visited,general_coach,,1e-05,,,
coach outlet 70 off sale,INR,50,0.0,0.0,High,100.0,59.05,230.21,Least Frequently Visited,general_coach,High,1e-05,1.0,-39.9994,Low Opportunity
coach outlet and coach,INR,5000000,0.0,0.0,High,100.0,29.95,29.95,High User Searched,general_coach,High,1.0,1.0,19.999999999999996,Low Opportunity
coach outlet authentic,INR,500,-0.9,-0.9,High,99.0,146.77,256.74,Least Frequently Visited,general_coach,High,0.0001,0.99,-39.594,Low Opportunity
coach outlet box crossbody,INR,50,-1.0,0.0,Unknown,,,,Least Frequently Visited,crossbody_bags,,1e-05,,,
coach outlet c,INR,50,0.0,0.0,High,91.0,127.52,230.21,Least Frequently Visited,general_coach,High,1e-05,0.91,-36.39940000000001,Low Opportunity
coach outlet clearance sale usa,INR,50,0.0,-1.0,Unknown,,,,Least Frequently Visited,general_coach,,1e-05,,,
coach outlet denim bags,INR,500,0.0,9.0,High,100.0,72.74,252.46,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet floral bag,INR,50,0.0,0.0,High,100.0,71.03,208.82,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach outlet is real,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,general_coach,High,1e-05,1.0,-39.9994,Low Opportunity
coach outlet jacksonville,INR,500,0.0,0.0,High,100.0,70.18,254.18,Least Frequently Visited,general_coach,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet logo,INR,500,0.0,0.0,Medium,61.0,110.4,426.19,Least Frequently Visited,general_coach,Medium,0.0001,0.61,-24.394,Low Opportunity
coach outlet mall usa,INR,50,0.0,0.0,Unknown,,,,Least Frequently Visited,general_coach,,1e-05,,,
